# Symbol baseline: rust/crates/openpage/src/webpage/mod.rs
# Generated: 2026-07-22
# Format: line | kind | owner | visibility | role | normalized signature
# Count: 1014
44 | item | - | pub | code | pub enum WebMode
9437 | item | - | private | code | fn assert_calls(page: &Page, frame: &Frame)
9448 | item | - | private | test | fn snapshot_find_signatures_accept_by_tuples()
9449 | item | - | private | code | fn assert_calls( page: &Page, frame: &Frame, element: &Element, shadow_root: &ShadowRoot, web_page: &WebPage, web_frame: &WebFrame, web_element: &WebElement, )
9479 | item | - | private | test | fn page_frame_element_and_web_wrappers_expose_static_find_aliases()
9480 | item | - | private | code | fn assert_calls( page: &Page, frame: &Frame, element: &Element, web_page: &WebPage, web_frame: &WebFrame, web_element: &WebElement, session_page: &SessionPage, session_element: &SessionElement, )
9538 | item | - | private | test | fn webpage_and_webframe_find_signatures_accept_by_tuples()
9539 | item | - | private | code | fn assert_calls(page: &WebPage, frame: &WebFrame)
9550 | item | - | private | test | fn page_frame_element_and_web_wrappers_find_locators_accept_locator_inputs()
9551 | item | - | private | code | fn assert_calls( page: &Page, frame: &Frame, element: &Element, web_page: &WebPage, web_frame: &WebFrame, web_element: &WebElement, )
9596 | item | - | private | test | fn elements_one_find_locators_signatures_accept_locator_inputs()
9597 | item | - | private | code | fn assert_calls( one_element: ElementsOne<'_, Element>, one_web_element: ElementsOne<'_, WebElement>, one_session_element: ElementsOne<'_, SessionElement>, owned_element: &ElementsOneOwned<Element>, owned_web_element: &ElementsOneOwned<WebElement>, owned_session_element: &ElementsOneOwned<SessionElement>, )
9650 | item | - | private | test | fn page_and_webpage_frame_lookup_signatures_accept_by_tuples_and_object_refs()
9651 | item | - | private | code | fn assert_calls( page: &Page, frame: &Frame, element: &Element, web_page: &WebPage, web_frame: &WebFrame, web_element: &WebElement, one_element: ElementsOne<'_, Element>, one_web_element: ElementsOne<'_, WebElement>, owned_element: &ElementsOneOwned<Element>, owned_web_element: &ElementsOneOwned<WebElement>, )
9838 | item | - | private | test | fn webpage_get_frame_returns_webframe_objects_at_runtime()
9904 | item | - | private | test | fn webpage_frame_index_helpers_accept_negative_indexes_at_runtime()
10027 | item | - | private | test | fn nested_webframe_initial_runtime_config_inherits_parent_webframe_setting()
10095 | item | - | private | test | fn singleton_tab_obj_reuses_nested_webframe_state_when_enabled()
10121 | item | - | private | code | const frame = document.createElement('iframe');
10186 | item | - | private | test | fn singleton_tab_obj_reuses_nested_frame_cache_across_page_and_webpage_wrappers()
10237 | item | - | private | code | const frame = document.createElement('iframe');
10319 | item | - | private | test | fn web_element_frame_initial_runtime_config_inherits_parent_webframe_setting()
10388 | item | - | private | test | fn webframe_object_target_preserves_mix_owner_and_runtime_config()
10719 | item | - | private | test | fn elements_one_webframe_initial_runtime_config_keeps_mix_owner()
11077 | item | - | private | test | fn singleton_tab_obj_reuses_webframe_state_when_enabled()
11186 | item | - | private | test | fn singleton_tab_obj_reuses_frame_cache_across_page_and_webpage_wrappers()
11282 | item | - | private | test | fn singleton_tab_obj_drops_stale_webframe_after_recreation()
11360 | item | - | private | test | fn singleton_tab_obj_prunes_nested_webframe_after_parent_frame_navigation()
11455 | item | - | private | test | fn singleton_tab_obj_returns_fresh_webframe_state_when_disabled()
11508 | item | - | private | test | fn singleton_tab_obj_keeps_elements_one_webframe_state_isolated_when_disabled()
11627 | item | - | private | test | fn singleton_tab_obj_keeps_cross_wrapper_webframe_state_isolated_when_disabled()
11725 | item | - | private | test | fn singleton_tab_obj_keeps_nested_cross_wrapper_webframe_state_isolated_when_disabled()
11772 | item | - | private | code | const frame = document.createElement('iframe');
11858 | item | - | private | test | fn page_frame_webpage_and_webframe_js_helper_signatures_accept_common_inputs()
11859 | item | - | private | code | fn assert_calls(page: &Page, frame: &Frame, web_page: &WebPage, web_frame: &WebFrame)
11977 | item | - | private | test | fn frame_and_webframe_element_reader_signatures_accept_common_inputs()
11978 | item | - | private | code | fn assert_calls(frame: &Frame, web_frame: &WebFrame)
12014 | item | - | private | test | fn frame_and_webframe_element_interaction_signatures_accept_common_inputs()
12015 | item | - | private | code | fn assert_calls(frame: &Frame, web_frame: &WebFrame)
12075 | item | - | private | test | fn frame_and_webframe_relative_signatures_accept_common_inputs()
12076 | item | - | private | code | fn assert_calls(frame: &Frame, web_frame: &WebFrame)
12150 | item | - | private | test | fn webframe_transfer_helper_signatures_accept_common_inputs()
12151 | item | - | private | code | fn assert_calls(frame: &Frame, web_page: &WebPage, web_frame: &WebFrame)
12318 | item | - | private | test | fn page_and_webpage_run_cdp_alias_signatures_accept_command_types()
12319 | item | - | private | code | fn assert_calls(page: &Page, web_page: &WebPage)
12333 | item | - | private | test | fn page_and_webpage_runtime_setting_signatures_accept_common_inputs()
12334 | item | - | private | code | fn assert_calls(page: &Page, web_page: &WebPage)
12357 | item | - | private | test | fn page_and_webpage_set_wrapper_signatures_accept_common_inputs()
12358 | item | - | private | code | fn assert_calls(page: &Page, web_page: &WebPage)
12473 | item | - | private | test | fn page_and_webpage_scroll_wrapper_signatures_accept_common_inputs()
12474 | item | - | private | code | fn assert_calls(page: &Page, web_page: &WebPage)
12502 | item | - | private | test | fn page_and_webpage_actions_signatures_accept_locators_elements_and_coordinates()
12503 | item | - | private | code | fn assert_calls( page: &Page, web_page: &WebPage, element: &Element, web_element: &WebElement, )
12576 | item | - | private | code | fn assert_owned_page_remove(page: &Page, element: Element)
12580 | item | - | private | code | fn assert_owned_page_insert(page: &Page, parent: Element, before: Element)
12584 | item | - | private | code | fn assert_owned_page_action_move(page: &Page, element: Element)
12589 | item | - | private | code | fn assert_owned_webpage_remove(page: &WebPage, element: WebElement)
12593 | item | - | private | code | fn assert_owned_webpage_insert(page: &WebPage, parent: WebElement, before: WebElement)
12597 | item | - | private | code | fn assert_owned_webpage_action_move(page: &WebPage, element: WebElement)
12613 | item | - | private | test | fn element_and_webelement_object_wrappers_expose_scroll_set_and_select_signatures()
12614 | item | - | private | code | fn assert_calls(element: &Element, web_element: &WebElement)
12868 | item | - | private | code | fn assert_owned_webframe_drag_target(frame: &WebFrame, target: WebElement)
12872 | item | - | private | code | fn assert_owned_webelement_drag_target(element: &WebElement, target: WebElement)
12881 | item | - | private | test | fn element_and_webelement_clicker_expose_signatures()
12882 | item | - | private | code | fn assert_calls( element: &Element, web_element: &WebElement, one_element: ElementsOne<'_, Element>, one_web_element: ElementsOne<'_, WebElement>, owned_element: &ElementsOneOwned<Element>, owned_web_element: &ElementsOneOwned<WebElement>, )
13003 | item | - | private | code | fn assert_owned_element_drag_target(element: &Element, target: Element)
13007 | item | - | private | code | fn assert_owned_element_option_select(element: &Element, option: Element)
13011 | item | - | private | code | fn assert_owned_element_option_cancel(element: &Element, option: Element)
13015 | item | - | private | code | fn assert_owned_webelement_option_select(element: &WebElement, option: WebElement)
13019 | item | - | private | code | fn assert_owned_webelement_option_cancel(element: &WebElement, option: WebElement)
13031 | item | - | private | test | fn element_and_webelement_input_expose_sequence_signatures()
13032 | item | - | private | code | fn assert_calls( element: &Element, web_element: &WebElement, one_element: ElementsOne<'_, Element>, one_web_element: ElementsOne<'_, WebElement>, owned_element: &ElementsOneOwned<Element>, owned_web_element: &ElementsOneOwned<WebElement>, )
13227 | item | - | private | test | fn page_webpage_and_session_element_lists_expose_getter_and_filter_signatures()
13228 | item | - | private | code | fn assert_calls( page_elements: &Vec<Element>, web_elements: &Vec<WebElement>, session_elements: &Vec<crate::SessionElement>, )
13891 | item | - | private | test | fn page_and_webpage_page_operation_signatures_accept_by_tuples_and_element_refs()
13892 | item | - | private | code | fn assert_calls( page: &Page, web_page: &WebPage, element: &Element, web_element: &WebElement, )
13963 | item | - | private | test | fn page_and_webpage_wait_signatures_accept_by_tuples_and_element_refs()
13964 | item | - | private | code | fn assert_calls( page: &Page, web_page: &WebPage, element: &Element, web_element: &WebElement, session_element: &SessionElement, )
14051 | item | - | private | test | fn page_webpage_and_session_page_set_cookies_accept_supported_inputs()
14052 | item | - | private | code | fn assert_calls(page: &Page, web_page: &WebPage, session_page: &SessionPage)
14099 | item | - | private | test | fn webpage_cookie_header_wrappers_follow_current_mode()
14154 | item | - | private | test | fn webpage_session_wait_for_ele_methods_accept_session_element_targets_at_runtime()
14216 | item | - | private | test | fn element_shadow_root_and_webelement_find_signatures_accept_by_tuples()
14217 | item | - | private | code | fn assert_calls(element: &Element, shadow_root: &ShadowRoot, web_element: &WebElement)
14230 | item | - | private | test | fn elements_one_find_alias_signatures_accept_by_tuples()
14231 | item | - | private | code | fn assert_calls( one_element: ElementsOne<'_, Element>, one_web_element: ElementsOne<'_, WebElement>, one_session_element: ElementsOne<'_, SessionElement>, owned_element: &ElementsOneOwned<Element>, owned_web_element: &ElementsOneOwned<WebElement>, owned_session_element: &ElementsOneOwned<SessionElement>, )
14271 | item | - | private | test | fn elements_one_snapshot_find_signatures_accept_by_tuples()
14272 | item | - | private | code | fn assert_calls( one_element: ElementsOne<'_, Element>, one_web_element: ElementsOne<'_, WebElement>, owned_element: &ElementsOneOwned<Element>, owned_web_element: &ElementsOneOwned<WebElement>, )
14314 | item | - | private | test | fn element_shadow_root_and_webelement_parent_child_signatures_accept_by_tuples()
14315 | item | - | private | code | fn assert_calls(element: &Element, shadow_root: &ShadowRoot, web_element: &WebElement)
14331 | item | - | private | test | fn element_shadow_root_and_webelement_prev_next_signatures_accept_by_tuples()
14332 | item | - | private | code | fn assert_calls(element: &Element, shadow_root: &ShadowRoot, web_element: &WebElement)
14349 | item | - | private | test | fn element_shadow_root_and_webelement_before_after_signatures_accept_by_tuples()
14350 | item | - | private | code | fn assert_calls(element: &Element, shadow_root: &ShadowRoot, web_element: &WebElement)
14369 | item | - | private | test | fn element_and_webelement_offset_signatures_accept_by_tuples()
14370 | item | - | private | code | fn assert_calls(element: &Element, web_element: &WebElement)
14379 | item | - | private | test | fn element_and_webelement_visual_direction_signatures_accept_by_tuples()
14380 | item | - | private | code | fn assert_calls(element: &Element, web_element: &WebElement)

# Cross-surface explicit references at baseline
examples/rust/webpage_modes.rs:28 | WebPage::new(...)
rust/bindings/python/src/legacy_full_binding/binding_webpage.rs:46 | WebPage::new(...)
rust/bindings/python/src/legacy_full_binding/mod.rs:25 | use openpage::webpage::{WebElement, WebMode, WebPage};
